date,ormas_mentioned,sentiment,headline
2024-04-02,Pemuda Pancasila (PP),Positive,bantu 25 ribu paket sembako dpp pui terima kasih kapolri
2024-09-09,Ormas Saja,Neutral,alas timses usul muetazim mansyur ganti suhartina bacawabup maros
2022-04-22,Ormas Saja,Neutral,pasca-pilpres 2022 wapres jk undang ulama tokoh ormas
2024-02-23,Ormas Saja,Negative,sahabat dakwah sunnah indonesia buka suara ricuh kaji riza basalamah
2023-11-28,Pemuda Pancasila (PP),Negative,2 anggota tni serang markas satpol pp denpasar tangkap pangdam buka suara
2024-05-31,Ormas Saja,Negative,itjima ulama fatwa gabung salam agama haram islam
2013-06-25,Ormas Saja,Neutral,dpr gelar rapat kesah ruu ormas
2023-11-03,Ormas Saja,Neutral,pkb din syamsuddin temu paloh markas nasdem pekan
2024-01-27,Ormas Saja,Negative,pria boyolali tewas duga tembak colomadu karanganyar
2024-02-22,Ormas Saja,Neutral,viral metamorfoshow teater tanah air tmii investigasi bareng polisi
2024-05-31,Ormas Saja,Neutral,jokowi resmi teken 9 nama pansel capim kpk icw saran
2023-05-16,Ormas Saja,Negative,bobby nasution heran anak muda medan suka masuk ormas
2023-05-16,Ormas Saja,Positive,hnw dukung mui gelar halal bihalal undang ormas parpol
2022-04-22,Ormas Saja,Negative,pecah tawur ormas magelang
2024-05-30,Ormas Saja,Negative,polda sumut godol buang senpi tangkap lapak judi
2024-09-05,Ormas Saja,Positive,bamsoet resmi luncur pabrik motor listrik baterai emoa
2024-05-29,Ormas Saja,Neutral,bamsoet mpr tap mpr sifat regeling
2013-06-12,Nahdlatul Ulama (NU),Negative,pbnu stop kirim tkw arab saudi
2024-11-17,Ormas Saja,Negative,ricuh debat pilbup dompu-dukungan morel gibran ungsi lewotobi
2024-02-20,Ormas Saja,Neutral,kemenag pantau hilal ramadan 134 titik 10 maret
2024-01-25,Ormas Saja,Negative,aktivis karimunjawa tahan kawal jateng aju tangguh
2024-03-28,Ormas Saja,Neutral,hukum puasa lebaran
2024-09-01,Ormas Saja,Neutral,profil ujang endin-dadang solihat paslon pilbup pangandaran 2024
2024-03-27,Ormas Saja,Positive,kapolsek mampang bukber bareng warga slum area santun anak yatim
2024-05-24,Ormas Saja,Neutral,bamsoet papua potensi ekonomi garap maksimal
2022-03-27,Ormas Saja,Neutral,mandagri imbau ormas ajak warga golput
2023-11-21,Ormas Saja,Negative,polisi tangkap 5 orang buntut ricuh bongkar lapak bogor
2024-03-26,Ormas Saja,Neutral,bayar zakat fitrah pakai beras aceh
2023-11-07,Pemuda Pancasila (PP),Negative,berkas perkara 2 anggota pp geruduk mie gaco jaksa
2013-05-11,Ormas Saja,Positive,dialog nasional jaga utuh nkri
2023-11-21,Ormas Saja,Negative,pemkab polisi usut tuntas ricuh bongkar lapak bogor
2023-11-06,Ormas Saja,Neutral,temu surya paloh din syamsuddin rombong dukung anies-cak imin
2023-10-26,Muhammadiyah,Neutral,din syamsuddin haqqul warga muhammadiyah dukung anies-cak imin
2023-10-26,Ormas Saja,Negative,kemenag tolak izin temu nasional ahmadiyah boyolali alas
2024-05-21,Nahdlatul Ulama (NU),Neutral,ketua pcnu kulon progo daftar bacawabup pdip
2024-01-20,Gerakan Rakyat Indonesia Bersatu (GRIB),Neutral,ribu anggota grib jaya jatim deklarasi dukung prabowo-gibran
2023-12-24,Ormas Saja,Positive,tinjau 3 gereja jakarta kapolri bicara agam jaga
2022-03-06,Ormas Saja,Negative,ormas pekanbaru ribut lokasi acara piring bangan
2023-12-24,Nahdlatul Ulama (NU),Positive,kapolri menko pmk heru budi sambang gereja immanuel jakarta
2023-10-25,Pemuda Pancasila (PP),Negative,anggota pp ulang kali geruduk mie gaco medan kelola parkir
2024-05-20,Ormas Saja,Positive,bamsoet dorong usaha nasional tingkat ekonomi
2013-04-12,Ormas Saja,Neutral,diskusi peran ormas dongkrak suara parpol
2023-10-25,Ormas Saja,Negative,kemenag tolak izin temu nasional ahmadiyah boyolali
2023-12-24,Ormas Saja,Positive,milad ke-93 al washliyah dedi iskandar terima kasih juang aset umat
2024-04-16,Ormas Saja,Negative,pamit salman temu kerangka hutan jati
2024-05-19,Ormas Saja,Positive,bamsoet puji kiprah politik akbar tandjung mentor guru
2024-01-19,Nahdlatul Ulama (NU),Neutral,30 link twibbon harlah nu 2024 ke-101 gratis pasang medsos
2024-08-23,Ormas Saja,Negative,demo revisi uu pilkada mahasiswa cimahi-majalengka bakar ban
2023-12-23,Ormas Saja,Neutral,4 041 personel polisi aman 1 807 gereja jakarta ibadah natal
2018-12-28,Ormas Islam,Negative,konjen china demo ormas islam surabaya
2023-12-02,Ormas Saja,Negative,polisi tangkap duga provokator bentrok bitung
2024-01-17,Ormas Saja,Negative,ortu tolak imunisasi polio jateng respons dinkes
2024-01-17,Ormas Saja,Neutral,catat knalpot brong larang kampanye akbar jogja
2013-04-12,Muhammadiyah,Negative,muhammadiyah aksi tolak ruu ormas
2024-02-11,Ormas Saja,Positive,ahmed zaki ajak warga dki hak suara demokrasi kualitas
2023-12-21,Ormas Saja,Neutral,jelang natal kapolri perintah jajar sterilisasi ibadah
2023-12-21,Pemuda Pancasila (PP),Neutral,dpp cmmi batal lapor zulhas nista agama polisi
2024-03-18,Muhammadiyah,Neutral,lebaran 2024 tanggal perintah muhammadiyah
2024-03-18,Ormas Saja,Negative,sekdes kalong duga selingkuh ratus warga geruduk balai desa
2024-05-14,Ormas Saja,Neutral,kemenag target sertifikasi tanah wakaf beres 2026
2024-02-09,Nahdlatul Ulama (NU),Positive,nu muhammadiyah harap pilpres 2024 kondusif terima hasil
2018-12-01,Ormas Saja,Negative,demo mahasiswa papua dihadang polisi ormas
2024-02-08,Ormas Saja,Positive,fahira idris imlek berkah dagang bandeng rawa bong
2024-05-12,Ormas Saja,Positive,khofifah ajak kader muslimat wujud zero stunting
2023-10-25,Pemuda Pancasila (PP),Negative,polisi anggota pp geruduk mie gaco medan kelola parkir
2013-04-12,Ormas Saja,Negative,2 mahasiswa uhamka tembus pagar dpr
2024-08-14,Ormas Saja,Positive,profil kh ali manshur cipta sholawat badar tanda hormat
2023-11-28,Pemuda Pancasila (PP),Negative,libat tentara wali kota denpasar serang satpol pp tindak
2023-11-01,Pemuda Pancasila (PP),Negative,2 anggota pp sangka geruduk mie gaco medan tangkap
2024-03-15,Ormas Saja,Negative,akun facebook pria hina islam catut foto eks walkot sukabumi
2024-01-13,Ormas Saja,Neutral,massa demo bela palestina dubes as bubar lalin buka
2024-03-14,Ormas Saja,Positive,gebyar ramadhan blora 2024 saji stand kuliner fashion
2023-11-27,Ormas Saja,Negative,menag bentrok bitung agama sumber pecah
2018-11-17,Ormas Islam,Neutral,14 ormas islam bendera tauhid alat kampanye
2024-02-06,Ormas Saja,Neutral,ummat islam temu jokowi istana merdeka bahas
2024-02-06,Ormas Saja,Positive,dukung 02 lahat geliat baris rfg adakan tebus murah sembako
2023-11-27,Ormas Saja,Negative,kapolri imbau warga hindar provokasi bentrok bitung
2013-04-11,Ormas Saja,Negative,spanduk berantas preman tebar yogya
2023-11-27,Ormas Saja,Negative,pimpin komisi viii dpr harap tahan bentrok bitung
2024-02-05,Ormas Saja,Positive,golkar gelar tadarus al-qur an airlangga harap suasana teduh jelang milu
2023-11-04,Ormas Saja,Neutral,serba-serbi aksi bela palestina 5 november monas
2024-01-18,Ormas Saja,Neutral,dedi iskandar dorong kader dukung caleg al-washliyah milu 2024
2023-11-27,Ormas Saja,Neutral,muspinas ii kosgoro 1957 mantap menang prabowo-gibran 2024
2024-01-11,Ormas Saja,Negative,husen mutilasi bos air isi ulang semarang vonis 20 bui
2023-11-26,Ormas Saja,Negative,bentrok bitung ketua komisi viii dpr hindar propaganda pecah belah
2018-11-09,Hizbut Tahrir Indonesia (HTI),Negative,wiranto bahas bakar bendera hti bareng pimpin ormas
2023-11-26,Ormas Saja,Negative,kemenag provokasi bentrok bitung sulut
2023-11-26,Ormas Saja,Negative,ricuh kelompok massa bitung sulut 1 orang tewas-2 luka
2023-11-26,Ormas Saja,Negative,viral aksi bela palestina ricuh ujung bentrok bitung fakta
2013-04-10,Ormas Saja,Neutral,ribu buruh padat jalan thamrin
2024-03-11,Ormas Saja,Neutral,pinta bey hibur malam operasi ramadan
2024-03-11,Ormas Saja,Positive,bamsoet apresiasi suara golkar hasil kerja cerdas kader
2023-11-26,Ormas Saja,Negative,bentrok bitung lokasi situasi kondusif
2024-03-13,Nahdlatul Ulama (NU),Neutral,pbnu muhammadiyah atur speaker masjid kemenag
2023-11-25,Ormas Saja,Negative,viral video ribut massa bitung kapolda sulut
2024-08-07,Ormas Saja,Negative,ayah laku baco ribut anggota tni diskotek
2023-05-19,Ormas Saja,Negative,nasib pria baju ormas rudi boy palak sopir bogor
2018-11-02,Ormas Islam,Negative,bakar bendera wiranto kumpul ormas islam
2024-08-07,Ormas Saja,Negative,fakta aji kh imaduddin gresik berizin-panitia periksa polisi
2024-03-10,Ormas Saja,Neutral,hasil sidang isbat 2024 11 maret puasa ramadhan
2024-03-10,Ormas Saja,Neutral,posisi hilal makassar lihat mendung 0 derajat
2013-04-09,Ormas Saja,Negative,aktivis yogya tolak ruu ormas
2024-03-10,Ormas Saja,Neutral,sidang isbat jam jadwal link streaming-nya
2024-03-10,Ormas Saja,Neutral,sidang isbat ramadhan 2024 jam cek jadwal
2024-03-10,Ormas Saja,Neutral,tahap hasil sidang isbat 2024 cek
2024-03-09,Ormas Saja,Neutral,sidang isbat ramadan 2024 jadwal tahap link live streaming
2024-03-09,Ormas Saja,Neutral,link live streaming sidang isbat ramadhan 2024 jadwal
2024-03-09,Ormas Saja,Neutral,jadwal-link streaming sidang isbat 1 ramadan 2024 lengkap libur puasa
2024-03-10,Ormas Saja,Neutral,hasil rukyatul hilal 1 ramadhan 1445 h indonesia timur-tengah
2018-10-27,Ormas Islam,Neutral,nyata sikap ormas islam diam jk
2024-03-08,Nahdlatul Ulama (NU),Neutral,puasa ramadan 2024 jadwal versi perintah nu muhammadiyah
2024-03-08,Ormas Saja,Neutral,ramadhan 2024 hijriah simak yuk
2024-05-03,Ormas Saja,Negative,pesan warga sukabumi bank emok lembar spanduk
2013-04-08,Ormas Saja,Negative,kemendagri protes ruu ormas
2024-03-08,Ormas Saja,Positive,phdi undang presiden jokowi hadir puncak raya nyepi nasional 2024
2024-03-08,Gerakan Rakyat Indonesia Bersatu (GRIB),Neutral,prediksi brin hilal ramadan lihat 10 maret magrib
2023-05-15,Ormas Saja,Negative,viral motor rubung massa ormas bekas gegara knalpot
2024-05-02,Ormas Saja,Positive,bamsoet soksi sukses perintah prabowo
2024-03-07,Ormas Saja,Neutral,jadwal sidang isbat 1 ramadan 2024 cek tanggal link streamingnya
2024-03-07,Ormas Saja,Neutral,jadwal sidang isbat ramadhan 2024 cek tanggal
2018-10-26,Ormas Islam,Neutral,ma ruf amin kapolri rapat ormas islam bareng jk
2024-03-07,Ormas Saja,Neutral,ramadan 2024 hijriah cek info
2024-01-31,Ormas Saja,Neutral,buka lowong 500 dai ramadan daftar
2023-12-04,Ormas Saja,Negative,lari duga provokator bentrok bitung kalimantan
2013-04-05,Hizbut Tahrir Indonesia (HTI),Negative,hti tolak ruu ormas
2024-03-06,Ormas Saja,Negative,duh pungli buang sampah tpas cianjur
2024-07-31,Ormas Saja,Neutral,catat mui kriteria produk afiliasi israel hindar
2024-01-30,Ormas Saja,Positive,ptn konghucu ri bangun juli 2024 3 prodi
2024-03-06,Ormas Saja,Neutral,jadwal sidang isbat 1 ramadan 2024 link live streaming-nya
2024-07-31,Ormas Saja,Neutral,alas jokowi ajak influencer ngaspal ikn
2023-05-19,Ormas Saja,Negative,5 fakta sosok pria seragam ormas malak sopir truk bogor
2023-05-19,Ormas Saja,Negative,rudi boy baju ormas palak sopir rp 90 ribu
2018-10-03,Ormas Saja,Negative,ismaya bantah dwp pindah bal ancam ormas
2024-01-29,Nahdlatul Ulama (NU),Neutral,hadir harlah ke-101 nu krapyak yenny wahid harap nu jaga netralitas
2024-07-29,Ormas Saja,Neutral,curiga gus yahya pansus haji pribadi pkb
2024-03-03,Pemuda Pancasila (PP),Positive,mui harap ppp kiprah parlemen wakil aspirasi umat islam
2013-04-04,Nahdlatul Ulama (NU),Negative,nu ruu ormas tunda undang
2024-01-27,Ormas Saja,Positive,tkn dana abadi pesantren santri pandang belah mata
2024-04-25,Ormas Saja,Neutral,eksepsi dakwa kredit bank banten dakwa cermat
2024-01-26,Ormas Saja,Neutral,ketua muslimat jatim kader pilih politik khofifah
2024-01-26,Pemuda Pancasila (PP),Neutral,seleksi ppih arab saudi ribu tes bas digital
2023-11-19,Ormas Saja,Positive,ribu warga gelar aksi damai bela palestina alun sidoarjo
2023-11-09,Pemuda Pancasila (PP),Neutral,din syamsuddin dukung anies-cak imin pp muhammadiyah hak politik
2018-09-03,Front Pembela Islam (FPI),Neutral,y-publica 21 3 fpi pilih jokowi
2024-07-23,Nahdlatul Ulama (NU),Negative,lbh duga oknum tni otak laku bakar rumah wartawan karo
2024-01-25,Gerakan Rakyat Indonesia Bersatu (GRIB),Neutral,grib jaya deklarasi dukung prabowo hercules dukung calon pecat
2023-10-23,Pemuda Pancasila (PP),Negative,2 orang sangka anggota pp geruduk mie gaco medan
2013-03-28,Muhammadiyah,Negative,muhammadiyah tolak ruu ormas
2024-07-22,Pemuda Pancasila (PP),Neutral,bos ppi 3 fase metamorfosis wajah politik anies baswedan
2024-07-22,Ormas Saja,Neutral,beda mad ali sohibul iman ceruk habitat anies
2024-07-22,Ormas Saja,Neutral,pkb bela anies warga jakarta wajar saran kritik
2024-02-28,Ormas Saja,Neutral,sidang isbat ramadan 2024 catat jadwal lengkap
2024-02-28,Ormas Saja,Neutral,syaban puasa ramadhan 2024 tanggal
2023-09-19,Nahdlatul Ulama (NU),Neutral,survei pilih nu lsi denny ja prabowo 36 2 ganjar 35 5 anies 17 9
2024-02-27,Ormas Saja,Neutral,syaban puasa ramadhan 2024 tanggal
2018-08-23,Ormas Islam,Neutral,golkar sandi safari politik ormas islam
2024-04-20,Ormas Saja,Positive,kabupaten bandung raya ke-383 capai prestasi
2024-02-26,Ormas Saja,Neutral,sidang isbat ramadhan 2024 tanggal
2023-11-03,Ormas Saja,Neutral,pkb din syamsuddin tim menang amin maksud
2013-03-28,Ormas Saja,Negative,gelombang protes anti-ruu ormas
2023-12-29,Ormas Saja,Negative,abdul mu ti demokrasi indonesia zombi jalan ruh
2024-04-19,Ormas Saja,Negative,2 eks jabat bank banten dakwa korupsi kredit rp 782 juta
2024-02-25,Ormas Saja,Neutral,puasa ramadhan 2024 hitung mundur
2024-02-25,Ormas Saja,Neutral,puasa ramadan cek jadwal sidang isbat
2023-05-18,Ormas Saja,Neutral,prabowo ormas anggota 11 orang remaja masjid
2024-02-24,Ormas Saja,Neutral,hasil analisis bmkg prakira hilal ramadan 2024
2024-02-26,Nahdlatul Ulama (NU),Neutral,imbau pbnu-muhammadiyah beda ramadan
2018-08-16,Ormas Islam,Negative,tifatul puji mahfud sesal politisasi ormas islam
2024-02-23,Nahdlatul Ulama (NU),Neutral,1 ramadhan 2024 jadwal versi perintah nu muhammadiyah
2024-02-22,Nahdlatul Ulama (NU),Positive,menko polhukam had tjahjanto ajak pbnu jaga kondusivitas milu 2024
2025-03-30,Ormas Saja,Neutral,masjid istiqlal tampung 150 ribu jemaah salat idul fitri besok
2013-03-22,Ormas Islam,Negative,ormas islam surabaya densus 88 bubar
2023-11-03,Ormas Saja,Neutral,hnw aksi bela palestina monas hadir 2 juta orang
2024-07-10,Nahdlatul Ulama (NU),Neutral,puasa asyura 2024 cek jadwal versi nu perintah muhammadiyah
2024-07-10,Ormas Saja,Positive,3 amal puasa sunnah muharram
2024-07-10,Ormas Saja,Neutral,sejarah puasa tasua asyura dialog nabi kaum yahudi
2023-12-25,Ormas Saja,Neutral,konvoi knalpot brong larang malam surabaya
2023-09-28,Ormas Saja,Neutral,pemuda pancasila medan bantah mie gaco kelola parkir
2024-07-09,Ormas Saja,Negative,fakta bakar rumah wartawan karo keluarga tewas
2018-08-16,Ormas Saja,Negative,pasca bentrok huni asrama mahasiswa papua angkut polisi
2023-05-18,Ormas Saja,Negative,rudi pria baju ormas ngaku kali malak sopir bogor
2023-12-24,Ormas Saja,Neutral,natal 2023 polri aman 39 ribu gereja indonesia
2023-10-30,Ormas Saja,Negative,pj walkot cimahi selesai sampah-keamanan
2013-03-14,Ormas Islam,Neutral,sby temu 13 pimpin ormas islam
2023-12-24,Ormas Saja,Neutral,17 gereja pasuruan gelar ibadah natal
2024-07-08,Ormas Saja,Negative,anggota dpr kritik nama program sipepek dkk ubah
2023-12-24,Ormas Saja,Neutral,lpkmm deklarasi dukung amin timnas bola salju ubah bendung
2024-07-07,Ormas Saja,Negative,viral program sipepek dkk komnas perempuan objektifikasi gender
2023-05-18,Ormas Saja,Negative,rudi boy malak baju ormas bogor residivis maling hp
2023-10-01,Ormas Saja,Negative,duduk perkara anggota pemuda pancasila medan ramai mie gaco
2018-08-15,Ormas Saja,Negative,ormas vs mahasiswa papua 1 orang bacok
2024-04-09,Ormas Saja,Neutral,hasil lengkap sidang isbat lebaran idul fitri 2024
2024-04-09,Ormas Saja,Neutral,lebaran idul fitri 2024 serentak jatuh rabu 10 april
2024-04-09,Ormas Saja,Neutral,1 syawal 1445 h jatuh 10 april 2024 hasil sidang isbat lebaran
2013-02-28,Ormas Saja,Negative,din syamsudin cs tolak ruu ormas
2024-04-09,Nahdlatul Ulama (NU),Neutral,tanggal idul fitri 2024 versi perintah muhammadiyah nu
2024-04-09,Ormas Saja,Neutral,hasil sidang isbat 1 syawal idul fitri 2024 cek link
2024-04-09,Ormas Saja,Neutral,sidang isbat idul fitri 2024 tahap link streaming hasil
2024-04-08,Muhammadiyah,Neutral,1 syawal jatuh tanggal jadwal pemerintah-muhammadiyah
2024-04-08,Ormas Saja,Neutral,jadwal sidang isbat idul fitri 2024 tanggal
2024-04-08,Nahdlatul Ulama (NU),Neutral,idul fitri 2024 cek jadwal perintah muhammadiyah nu
2023-11-29,Pemuda Pancasila (PP),Negative,2 anggota tni bawa pistol serang kantor satpol pp denpasar bunuh kau
2018-06-28,Ormas Saja,Negative,massa ormas amuk pn bantul rusak fasilitas adil
2024-01-13,Ormas Saja,Neutral,1 391 aparat gabung aman demo bela palestina dubes as
2024-01-13,Ormas Saja,Negative,demo arus lalin arah dubes as jakpus tutup pagi
2024-04-07,Ormas Saja,Neutral,jadwal sidang isbat lebaran 2024 tanggal tahap
2013-02-21,Ormas Islam,Neutral,diskusi fraksi pks ormas-ormas islam
2023-12-27,Ormas Saja,Neutral,4 ratus kades nganjuk log in projo terima kasih jokowi
2023-05-19,Ormas Saja,Negative,rudi boy malak baju ormas kemarin arogan ciut bekuk polisi
2024-04-06,Pemuda Pancasila (PP),Neutral,tanggap tum pp muhammadiyah polemik jemaah aolia
2024-04-06,Nahdlatul Ulama (NU),Neutral,lebaran idul fitri 2024 muhammadiyah nu cek jadwal
2024-04-06,Ormas Saja,Neutral,malam takbir 2024 tanggal serba-serbinya
2023-11-27,Nahdlatul Ulama (NU),Negative,bentrok bitung pbnu masyarakat tenang
2023-12-26,Ormas Saja,Positive,alas ratus kades nganjuk terima kasih jokowi log in projo
2018-05-30,Ormas Saja,Neutral,ormas thr respons milik usaha
2024-04-05,Ormas Saja,Neutral,sidang isbat lebaran idul fitri 2024 jadwal tahap
2023-12-26,Ormas Saja,Positive,terima kasih jokowi ratus kades nganjuk log in projo
2023-11-26,Ormas Saja,Positive,danny pomanto puji aksi bela palestina jalan sehat ganjar makassar damai
2013-02-19,Ormas Saja,Negative,undang ruu ormas dpr demo
2023-11-26,Ormas Saja,Negative,kemenag ajak jaga damai bentrok bitung
2024-02-13,Ormas Saja,Negative,anies lapor bawaslu duga kampanye tenang milu
2024-04-05,Ormas Saja,Neutral,jadwal sidang isbat 1 syawal 1445 idul fitri 2024
2024-02-13,Ormas Saja,Neutral,exit poll beda quick count real count
2023-11-26,Ormas Saja,Negative,situasi bitung kondusif ricuh kelompok massa
2024-04-04,Ormas Saja,Neutral,jadwal sidang isbat 1 syawal 1445 h lebaran 2024
2024-01-10,Ormas Saja,Neutral,selawat bareng emak-emak jember gibran wanti-wanti hoaks
2018-05-28,Ormas Saja,Negative,ramai ormas thr anies langgar hukum lapor
2023-11-09,Ormas Saja,Negative,sarang maksiat eks terminal cilembang tasik bongkar
2024-04-03,Ormas Saja,Neutral,jadwal tahap sidang isbat idul fitri 1445 h 2024
2023-12-24,Ormas Saja,Negative,buron laku keroyok polisi bandung tangkap
2013-02-18,Ormas Saja,Negative,tolak bangkit uu ormas
2023-12-17,Ormas Saja,Positive,juju favorit nataru pemkot batu siaga tugas 24 jam
2023-11-24,Ormas Saja,Positive,kapolresta magelang tingkat patroli siber tangkal hoax jelang milu
2024-06-24,Ormas Saja,Positive,hnw nilai pesantren modal khidmat negara
2023-09-25,Ormas Saja,Negative,heboh kelompok pemuda baku hantam jalan bandung
2024-02-09,Ormas Saja,Positive,gelar tebus murah sembako 9 daerah baris rfg salur 12 ribu paket
2024-02-08,Ormas Saja,Neutral,lari asep hansip gegara gagal masuk tni
2024-01-18,Ormas Saja,Negative,arya wedakarna lapor 4 caleg demo kait sara bawaslu
2018-05-28,Forum Betawi Rempug (FBR),Negative,ramai surat fbr thr usaha
2024-01-18,Ormas Saja,Negative,viral video terna sapi bandung duga cemar lingkung
2023-10-26,Pemuda Pancasila (PP),Negative,5 fakta anggota pp geruduk mie gaco medan kelola parkir
2024-02-06,Ormas Saja,Positive,rawan gibran gelar tebus murah sembako umkm lokal
2013-02-12,Ormas Saja,Negative,demo tolak hakim agung pro narkoba
2024-08-19,Ormas Saja,Neutral,pilgub jateng coattail effect jokowi dominasi pdip
2024-03-26,Ormas Saja,Positive,komnas perempuan salur rp 998 juta woman crisis center
2024-03-26,Ormas Saja,Negative,komplain pj bupati bone dasar hukum infak rumah tangga rp 10 000
2023-05-17,Ormas Saja,Negative,pria baju ormas malak sopir bogor buru polisi tampang
2023-05-17,Ormas Saja,Negative,buru polisi tampang pria baju ormas palak sopir bogor
2023-05-17,Ormas Saja,Negative,polisi buru pria arogan baju ormas palak sopir truk rancabungur
2023-11-11,Ormas Saja,Neutral,menkumham terbit sk kepungurusan hnsi susun urus
2018-05-26,Ormas Saja,Negative,viral medsos aksi ormas sweeping warung ceramah waria
2023-05-17,Ormas Saja,Negative,arogansi pria baju ormas palak sopir bogor lu wilayah gue
2023-11-01,Pemuda Pancasila (PP),Negative,2 anggota pp sangka geruduk mie gaco tangkap
2024-06-14,Ormas Saja,Neutral,mui salam lintas agama otoritas agama
2013-02-01,Ormas Islam,Negative,ormas islam gembong narkoba hukum mati
2023-05-17,Ormas Saja,Negative,tampang abang jago seragam ormas palak sopir bogor
2024-02-02,Ormas Saja,Negative,arya wedakarna pecat mui bal apresiasi putus bk dpd
2024-03-22,Ormas Saja,Negative,beda lebaran picu tegang tasikmalaya
2023-05-17,Ormas Saja,Negative,buru polisi pria viral baju ormas palak sopir kabur rumah
2024-03-11,Ormas Saja,Positive,55 selamat ramadhan 2024 bahasa sunda arti
2023-12-30,Ormas Saja,Neutral,anies bicara kampanye demokrasi fasilitas
2024-03-20,Ormas Saja,Neutral,lebaran 2024 cek hitung mundur
2018-05-15,Ormas Saja,Negative,sandi ormas larang sweeping ramadan
2024-06-09,Ormas Saja,Negative,tegang grup wayang golek giri harja 3 serang bang jago
2024-03-10,Ormas Saja,Neutral,daftar 134 titik pantau hilal ramadan 1445 h
2023-12-07,Ormas Saja,Negative,megawati duka hamka haq wafat madu ide sukarno islam
2013-02-01,Ormas Saja,Neutral,laksamana purn tedjo edhy ganti surya paloh
2024-06-07,Ormas Saja,Neutral,link live streaming sidang isbat 1 dzulhijjah 2024 tahap
2024-03-08,Nahdlatul Ulama (NU),Neutral,info jadwal puasa ramadan 2024 versi perintah nu muhammadiyah
2023-05-16,Ormas Saja,Negative,viral pria baju ormas palak sopir bogor polisi buru laku
2024-06-04,Ormas Saja,Neutral,daftar 114 lokasi pantau hilal zulhijah gelar kemenag 7 juni 2024
2024-05-31,Ormas Saja,Negative,pcnu makassar tolak-minta thm resmi hotman paris tutup
2023-12-24,Ormas Saja,Negative,kapolri densus 88 aman 18 duga teroris jelang natal 2023
2024-03-12,Ormas Saja,Neutral,sikap kondisi demokrasi civitas akademika ugm bikin gera kampus gugat
2018-05-08,Ormas Saja,Negative,video anggota tni keroyok ormas
2024-05-30,Ormas Saja,Neutral,pimpin kepala bpkp profil 9 nama pansel kpk teken jokowi
2023-10-13,Ormas Saja,Neutral,aksi solidaritas medan massa bawa bendera palestina ukur jumbo
2023-12-02,Ormas Saja,Neutral,tum psi kunjung lamongan kaesang gibran
2012-11-08,Ormas Saja,Negative,kemenlu serius konflik rohingya
2024-03-10,Ormas Saja,Neutral,selasa 12 maret puasa ramadan 2024
2023-09-28,Ormas Saja,Neutral,nyata pemuda pancasila bantah kelola parkir mie gaco
2024-01-22,Pemuda Pancasila (PP),Positive,tekad panglima santri menang ppp lahan kering jabar
2024-03-10,Nahdlatul Ulama (NU),Neutral,lembaga falakiyah pbnu instruksi pantau hilal ramadan sore
2024-03-10,Ormas Saja,Neutral,sidang isbat ramadhan 2024 jadwal tahap link live streamingnya
2024-03-10,Ormas Saja,Neutral,link live streaming sidang isbat ramadan 2024 petang
2023-09-28,Ormas Saja,Neutral,pemuda pancasila bantah mie gaco gegara kelola parkir
2018-05-08,Ormas Saja,Negative,anggota tni keroyok danrem garut laku identifikasi
2023-05-17,Ormas Saja,Negative,hina tgb ormas nwdi milik akun youtube lapor polisi
2024-03-09,Ormas Saja,Neutral,jadwal sidang isbat puasa ramadhan 2024 link live streamingnya
2024-02-11,Ormas Saja,Negative,pria tewas bakar istri-janda maling motor pria kenal kencan
2012-10-05,Ormas Saja,Neutral,mendagri ldii bahas ruu ormas
2024-03-09,Ormas Saja,Neutral,jadwal libur cuti puasa ramadan 2024 catat tanggal
2024-03-09,Ormas Saja,Neutral,sidang isbat ramadhan 2024 jadwal link streamingnya
2024-01-21,Ormas Saja,Neutral,khofifah all out damping gibran debat cawapres malam
2023-12-21,Ormas Saja,Neutral,pui kh abdul halim nama bandara kertajati
2024-03-08,Ormas Saja,Positive,satgas ops ncs polri-setukpa polri 5 000 paket sembako sukabumi
2024-03-08,Ormas Saja,Neutral,teliti brin 1 ramadan jatuh 12 maret dasar kriteria mabims
2018-03-28,Ormas Saja,Negative,geng motor sukabumi tangkap rusak markas ormas
2024-03-08,Nahdlatul Ulama (NU),Neutral,jadwal puasa ramadhan 2024 perintah nu muhammadiyah
2024-03-07,Ormas Saja,Neutral,menang lomba milu 2024 polres jombang juara
2024-03-07,Ormas Saja,Neutral,puasa 2024 tanggal
2012-09-18,Ormas Saja,Negative,artis indonesia kecam film innocence of muslims
2023-09-13,Ormas Saja,Neutral,waka mpr bicara nikah beda agama mui payung
2023-10-11,Ormas Saja,Negative,polisi buru 4 laku keroyok anggota tni jaktim
2023-11-07,Ormas Saja,Neutral,lebaran 2024 tanggal prediksi hitung mundur
2024-03-05,Ormas Saja,Neutral,ramadan 2024 arab saudi jadwal pantau hilal
2023-09-26,Ormas Saja,Negative,massa madura asli protes truk garam laka tutup suramadu
2024-01-19,Ormas Saja,Negative,serang senator arya wedakarna tuduh sara
2024-05-20,Ormas Saja,Neutral,eks bupati sutedjo ramai bursa pilkada kulon progo
2018-03-07,Ormas Islam,Neutral,larang cadar perwakian ormas islam audiensi uin yogya
2023-11-26,Ormas Saja,Negative,respons bentrok bitung ganjar pro palestina israel hidup damai
2024-03-01,Ormas Saja,Neutral,puasa ramadan 2024 yuk hitung mundur
