date,ormas_mentioned,sentiment,headline,headline_stem,label,x,y
2018-02-06,Pemuda Pancasila (PP),Neutral,"Datangi DPP SII, Kapolri: Mau Dinginkan Suasana Jelang Pilkada",dpp sii kapolri dingin suasana jelang pilkada,2,3.3687813,8.007914
2024-05-04,Ormas Saja,Positive,"Masjid Terapung Parepare, Wisata Religi yang Terinspirasi dari Hagia Sophia",masjid apung parepare wisata religi inspirasi hagia sophia,4,2.0412138,5.4758596
2023-11-18,Ormas Saja,Neutral,Ijtima Ulama Rekomendasikan Anies-Cak Imin di Pemilu 2024,ijtima ulama rekomendasi anies-cak imin milu 2024,3,5.1714087,10.647421
2023-11-23,Ormas Saja,Positive,Susi Pudjiastuti hingga Luhut Tokoh Maritim Paling Berpengaruh Versi ASI,sus pudjiastuti luhut tokoh maritim pengaruh versi asi,0,2.4195707,9.574189
2012-07-16,Ormas Saja,Neutral,Pidato-pidato Surya Paloh Dibukukan,pidato surya paloh buku,2,2.7019966,7.703801
2023-11-17,Ormas Saja,Negative,"Massa Bela Palestina Minta McD, KFC, dan Burger King di Surabaya Dikosongkan",massa bela palestina mcd kfc burger king surabaya kosong,0,4.3635764,3.2735498
2024-01-04,Ormas Saja,Positive,"Keistimewaan Kiai Amin, Kebal Peluru hingga Hafal Al-Qur'an Dalam Sebulan",istimewa kiai amin kebal peluru hafal al-qur an,4,2.9557695,5.232745
2023-11-17,Ormas Saja,Negative,Wanita Cirebon Diduga Hina Islam Dicek Kejiwaannya,wanita cirebon duga hina islam cek jiwa,4,2.3987482,4.406333
2023-05-15,Pemuda Pancasila (PP),Negative,"Anggota Ormas PP di Medan Tewas Saat Posko Digusur, Polisi: Tak Ada Pidana",anggota ormas pp medan tewas posko gusur polisi pidana,0,-0.6919139,11.21584
2024-02-17,Nahdlatul Ulama (NU),Neutral,Posisi Buncit Eks Wagub Jabar Uu Ruzhanul di Jabar VIII,posisi buncit eks wagub jabar uu ruzhanul jabar viii,2,3.2710047,7.4398274
2024-01-03,Muhammadiyah,Negative,MUI-Muhammadiyah Bali Akan Polisikan Arya Wedakarna Buntut Ucapan SARA,mui-muhammadiyah bal polisi arya wedakarna buntut sara,4,5.252397,6.3689065
2023-11-16,Ormas Saja,Neutral,"Hanya Undang Anies-Cak Imin, Ini 5 Hal yang Akan Dibahas Ijtima Ulama",undang anies-cak imin 5 bahas ijtima ulama,3,2.2839053,9.98916
2018-01-25,Ormas Saja,Negative,Momen Kapolres Pisahkan Ormas Bentrok di Bekasi,momen kapolres pisah ormas bentrok bekas,0,0.8612295,9.775226
2023-10-11,Ormas Saja,Neutral,"Kemenag Jogja Bakal Gelar Salat Istisqa, Imamnya Ketua MUI DIY",kemenag jogja gelar salat istisqa imam ketua mui diy,4,2.6880414,6.5133314
2023-11-16,Ormas Saja,Negative,Heboh Wanita di Cirebon Diduga Hina Islam,heboh wanita cirebon duga hina islam,4,2.4123957,4.4337068
2024-02-16,Nahdlatul Ulama (NU),Positive,Sekjen BEM PTAI Se-Indonesia Apresiasi Program Nusantara Cooling System Polri,sekjen bem ptai se-indonesia apresiasi program nusantara cooling system polri,2,3.44422,7.86139
2012-06-01,Nahdlatul Ulama (NU),Positive,"Di Gedung PBNU, 13 Ormas Islam Bersatu",gedung pbnu 13 ormas islam,4,2.5807636,4.973678
2023-10-11,Ormas Saja,Neutral,PKB: Anies-Cak Imin Daftar ke KPU 19 Oktober Jam 9 Pagi,pkb anies-cak imin daftar kpu 19 oktober jam 9 pagi,2,4.100363,8.191369
2023-10-02,Nahdlatul Ulama (NU),Neutral,Survei Indikator Politik Ungkap Masyarakat NU Pilih RK Sebagai Cawapres,survei indikator politik masyarakat nu pilih rk cawapres,3,3.9231403,10.408939
2023-12-05,Ormas Saja,Negative,Polisi Tetapkan 10 Tersangka di Kasus Bentrok Antarormas di Bitung,polisi 10 sangka bentrok antarormas bitung,0,-1.4040213,11.63781
2023-09-20,Front Pembela Islam (FPI),Neutral,Massa FPI-PA 212 Gelar 'Aksi 209 Bela Rempang' di Patung Kuda Jakpus,massa fpi-pa 212 gelar aksi 209 bela rempang patung kuda jakpus,2,3.466625,8.19914
2023-10-27,Muhammadiyah,Neutral,"Din Syamsuddin Yakin Muhammadiyah Dukung AMIN, Ini Kata Anwar Abbas",din syamsuddin muhammadiyah dukung amin anwar abbas,4,3.2203472,6.518979
2023-10-10,Nahdlatul Ulama (NU),Neutral,Golkar Sulsel Usung Tokoh NU Demi Rebut 2 Kursi dari Dapil Makassar B,golkar sulsel usung tokoh nu rebut 2 kursi dapil makassar b,2,3.3480945,8.087841
2024-02-14,Ormas Saja,Neutral,"Sultan Diminta Jembatani Pertemuan Jokowi-Megawati, Mahfud: Bagus Lah",sultan jembatan temu jokowi-megawati mahfud bagus,4,3.1737516,6.383209
2018-01-25,Ormas Saja,Negative,"Bawa Bambu hingga Perang Batu, Aksi Demo Rusuh di Bekasi",bawa bambu perang batu aksi demo rusuh bekas,3,1.5387675,10.277996
2023-09-19,Nahdlatul Ulama (NU),Neutral,"Survei Pemilih NU di LSI Denny JA: Prabowo 36,2%, Ganjar 35,5%, Anies 17,9%",survei pilih nu lsi denny ja prabowo 36 2 ganjar 35 5 anies 17 9,3,4.8284206,8.360652
2023-12-03,Ormas Saja,Negative,Terduga Provokator Bentrok di Bitung Ditangkap Saat Kabur ke Kaltim,duga provokator bentrok bitung tangkap kabur kaltim,0,0.7060547,10.89373
2023-12-02,Ormas Saja,Neutral,"Ditanya Politik Dinasti, Kaesang: Kalau Nggak Suka Nggak Usah Dipilih",politik dinasti kaesang nggak suka nggak pilih,3,3.7473426,10.06246
2012-05-30,Ormas Saja,Negative,"Tuntut Kuota BBM, Warga Blokir Sungai Mahakam",tuntut kuota bbm warga blokir sungai mahakam,0,1.8876333,11.843986
2024-04-23,Nahdlatul Ulama (NU),Neutral,Lika-liku Karier Politik Uu Ruzhanul Ulum,lika-liku karier politik uu ruzhanul ulum,3,3.8791192,9.879536
2023-12-27,Ormas Saja,Neutral,Dedi Iskandar Konsolidasikan Angkatan Putri Al Washliyah di Dairi-Pakpak Bharat,dedi iskandar konsolidasi angkat putri al washliyah dairi-pakpak bharat,2,3.0325444,6.297187
2023-11-14,Muhammadiyah,Positive,"Milad Muhammadiyah 2023: Sejarah Singkat, Tema dan Logonya",milad muhammadiyah 2023 sejarah singkat tema logo,4,3.4421546,6.20284
2024-04-04,Ormas Saja,Positive,5 Materi Kultum 10 Hari Terakhir Ramadhan yang Menarik dan Menginspirasi,5 materi kultum 10 ramadhan tarik inspirasi,2,1.1727372,6.211602
2023-11-28,Ormas Saja,Neutral,Cak Imin Klaim AMIN Calon Pas-pasan: Kalau Menang Tak Bisa Didikte!,cak imin klaim amin calon pas menang dikte,2,3.205792,7.8534884
2023-11-09,Ormas Saja,Negative,Satpam di Bekasi Dinonaktifkan Usai Cekcok gegara Bendera Palestina,satpam bekas nonaktif cekcok gegara bendera palestina,4,4.126392,3.2721438
2023-10-05,Ormas Saja,Positive,Pandawara Akan Tetap Bersih-bersih di Pesisir Loji Besok,pandawara bersih pesisir loji besok,2,1.887895,8.947257
2018-01-25,Ormas Saja,Negative,Bentrok Sesama Ormas Pecah di Bekasi,bentrok ormas pecah bekas,0,0.84889656,9.736717
2023-10-20,Ormas Saja,Positive,Doa untuk Rakyat Palestina dari Ciamis,doa rakyat palestina ciamis,4,4.1707745,3.3579116
2023-12-24,Ormas Saja,Positive,"Natal 2023, Karo SDM PMJ Pastikan Gereja di Mampang Aman",natal 2023 karo sdm pmj gereja mampang aman,2,0.48010522,5.4211054
2023-12-24,Ormas Saja,Positive,Suasana Jelang Natal Gereja Kotabaru Siap Tampung Ribuan Jemaah,suasana jelang natal gereja kotabaru tampung ribu jemaah,2,-0.22153287,4.9575353
2012-05-26,Ormas Saja,Negative,Kontroversi Lady Gaga Jadi Bahan Lelucon,kontroversi lady gaga bahan lelucon,0,-1.0867523,9.178748
2023-09-24,Nahdlatul Ulama (NU),Neutral,Polisi Negosisasi Agar Demo Penutupan Jembatan Suramadu Besok Batal,polisi negosisasi demo tutup jembatan suramadu besok batal,0,-1.3658965,11.103899
2023-12-24,Ormas Saja,Neutral,"Viral Pelafalan Gibran tentang SGIE, Bagaimana Seharusnya Singkatan Diucapkan?",viral lafal gibran sgie singkat,0,2.671881,9.413281
2023-10-19,Ormas Saja,Neutral,"Ganjar-Mahfud Bakal Sulit Taklukan Pemilih di NTB, Siapa Berpeluang Menang?",ganjar-mahfud sulit takluk pilih ntb peluang menang,3,4.8207893,10.603921
2024-02-04,Nahdlatul Ulama (NU),Positive,Megawati Beri Selamat NU dan Muhammadiyah Menang Zayed Award 2024,megawati selamat nu muhammadiyah menang zayed award 2024,2,4.9278235,8.698173
2023-11-26,Ormas Saja,Neutral,1.187 Personel Gabungan Jaga Situasi Bitung Kondusif Usai Insiden Kericuhan,1 187 personel gabung jaga situasi bitung kondusif insiden ricuh,0,1.5916358,10.732183
2023-11-26,Ormas Saja,Negative,Menkominfo Ingatkan Jangan Sebar Hoax soal Bentrokan di Bitung,menkominfo sebar hoax bentrok bitung,0,2.1150165,10.063478
2023-12-23,Ormas Saja,Positive,Sterilisasi Pengamanan Gereja di Malang Jelang Perayaan Natal 2023,sterilisasi aman gereja malang jelang raya natal 2023,3,-0.1889577,5.005557
2018-01-12,Ormas Saja,Negative,Wah! Kantor Facebook Mau Didemo Ormas,kantor facebook demo ormas,2,3.1488175,10.1494
2024-04-14,Ormas Saja,Positive,Kisah Wali Allah Pembeli Miras hingga Mualafnya Profesor AS usai Baca Al-Qur'an,kisah wali allah beli miras mualaf profesor as baca al-qur an,4,2.9534802,4.9861565
2023-11-26,Ormas Saja,Neutral,BKO Polda Sulawesi Utara-TNI Diterjunkan Amankan Bitung Usai Bentrok Massa,bko polda sulawesi utara-tni terjun aman bitung bentrok massa,2,4.866139,7.180178
2023-11-07,Ormas Saja,Neutral,Waketum DMI Syafruddin: Saya Menolak Terlibat Politik Praktis,waketum dmi syafruddin tolak libat politik praktis,3,4.024865,10.083327
2012-05-25,Ormas Islam,Negative,Ormas Islam Tolak Lady Gaga,ormas islam tolak lady gaga,4,2.4707484,4.642179
2023-10-15,Ormas Saja,Negative,"Kerusuhan Terjadi di Muntilan Magelang, 6 Motor Dibakar",rusuh muntilan magelang 6 motor bakar,0,0.9194484,10.612735
2023-10-15,Ormas Saja,Negative,"Kerusuhan Pecah di Muntilan Magelang, 6 Motor Dibakar",rusuh pecah muntilan magelang 6 motor bakar,0,0.9576763,10.63898
2023-09-25,Ormas Saja,Negative,Ini Alasan yang Bikin Geram Demonstran hingga Ancam Tutup Jembatan Suramadu,alas bikin geram demonstran ancam tutup jembatan suramadu,3,0.33695108,7.745377
2023-11-06,Ormas Saja,Neutral,"Pujakesuma Dukung Prabowo-Gibran di Pilpres 2024, Titip 2 Pesan Ini",pujakesuma dukung prabowo-gibran pilpres 2024 titip 2 pesan,2,3.9710588,8.142492
2023-09-25,Ormas Saja,Negative,5 Fakta Demo Tutup Suramadu Protes Truk Garam Penyebab Kecelakaan,5 fakta demo tutup suramadu protes truk garam celaka,0,0.32112557,7.7231054
2023-12-21,Ormas Saja,Neutral,"2.803 Personel Siaga Nataru, Kapolda: Lintas Riau Sumbar-Sumut Jadi Prioritas",2 803 personel siaga nataru kapolda lintas riau sumbar-sumut prioritas,3,0.13668978,10.969365
2023-11-05,Ormas Saja,Neutral,"Waketum: Puncak HUT Golkar Acara Tunggal, Tak Ada Tambahan Lain",waketum puncak hut golkar acara tunggal,3,2.438601,10.007923
2017-11-17,Ormas Saja,Negative,Kelompok Bermotor Serang Perkampungan dan Markas Ormas di Sukabumi,kelompok motor serang kampung markas ormas sukabumi,0,0.74269545,10.412211
2023-11-23,Ormas Saja,Neutral,"Jelang Pemilu 2024, Pemprov Jambi Ajak Warga Cegah Berita Hoaks",jelang milu 2024 pemprov jambi ajak warga cegah berita hoaks,3,4.9746337,10.634912
2024-04-09,Ormas Saja,Neutral,Keputusan Hari Raya Idul Fitri 2024 Diumumkan Jam Berapa? Cek Jadwalnya!,putus raya idul fitri 2024 jam cek jadwal,1,7.6461816,7.56787
2023-12-21,Pemuda Pancasila (PP),Neutral,Kala PP dan IPK Respons Bobby Nasution yang Ngaku Benci Kegiatan OKP,pp ipk respons bobby nasution ngaku benci giat okp,3,3.6636686,9.061439
2012-05-24,Ormas Saja,Negative,Giliran Warga Muhamadiyah Tolak Lady Gaga,gilir warga muhamadiyah tolak lady gaga,4,2.443264,4.503188
2024-04-09,Ormas Saja,Neutral,"Sidang Isbat Idul Fitri Hari Ini, 9 April 2024, Cek Jadwal-Link Streamingnya!",sidang isbat idul fitri 9 april 2024 cek jadwal-link streamingnya,1,7.8907204,10.512208
2024-04-09,Ormas Saja,Neutral,Shalat Idul Fitri 2024 Jatuh pada Tanggal Berapa? Ini Jadwal Lengkapnya,shalat idul fitri 2024 jatuh tanggal jadwal lengkap,1,7.6991997,7.500338
2024-03-10,Nahdlatul Ulama (NU),Neutral,"Awal Puasa Ramadan 2024: Pemerintah, NU, Muhammadiyah, BMKG, BRIN",puasa ramadan 2024 perintah nu muhammadiyah bmkg brin,1,8.783328,8.518906
2023-12-19,Nahdlatul Ulama (NU),Negative,"Ancam Bunuh Jurnalis di Medan, Ketua OKP Didakwa Pasal UU ITE",ancam bunuh jurnalis medan ketua okp dakwa pasal uu ite,3,-1.811854,12.7550955
2023-11-04,Ormas Saja,Neutral,"Menko PMK, Menlu hingga Ketua MPR Disebut Ikut Aksi Bela Palestina Besok",menko pmk menlu ketua mpr aksi bela palestina besok,4,4.234716,3.2784247
2024-04-08,Nahdlatul Ulama (NU),Neutral,"Hari Raya Idul Fitri 2024: Ini Jadwal Pemerintah, NU, dan Muhammadiyah",raya idul fitri 2024 jadwal perintah nu muhammadiyah,1,7.879025,7.8162646
2017-10-30,Ormas Saja,Neutral,SBY Ungkap Isi Pertemuannya dengan Jokowi Bahas Revisi UU Ormas,sby isi temu jokowi bahas revisi uu ormas,2,5.4017653,5.6152043
2024-04-08,Nahdlatul Ulama (NU),Neutral,"Kapan Idul Fitri 2024? Ini Versi Pemerintah, NU, dan Muhammadiyah",idul fitri 2024 versi perintah nu muhammadiyah,1,8.007263,7.77883
2024-04-08,Ormas Saja,Neutral,"Lebaran Hari Raya Idul Fitri 2024: Jadwal, Twibbon, hingga Ucapannya",lebaran raya idul fitri 2024 jadwal twibbon,1,7.589921,7.732286
2024-04-08,Nahdlatul Ulama (NU),Neutral,"Hari Raya Idul Fitri 2024 Pemerintah, NU dan Muhammadiyah",raya idul fitri 2024 perintah nu muhammadiyah,1,7.9880824,7.8356104
2012-05-07,Ormas Saja,Negative,"Bendera Malaysia Dibakar, Merah-Putih Berkibar",bendera malaysia bakar merah-putih kibar,2,-0.2855871,7.7009606
2023-11-22,Ormas Saja,Positive,Pemkab Banyuwangi Gelar Rembug Peringati Hari Anak Internasional,pemkab banyuwangi gelar rembug anak internasional,2,2.0992796,11.201747
2023-12-18,Ormas Saja,Neutral,Keluarga Besar Pemuda Pancasila DIY Nyatakan Dukung Prabowo-Gibran,keluarga pemuda pancasila diy nyata dukung prabowo-gibran,2,1.3718486,12.05932
2023-11-03,Nahdlatul Ulama (NU),Positive,NU Banyuwangi Salat Gaib untuk Palestina dan Serukan Politik Bebas Aktif,nu banyuwangi salat gaib palestina seru politik bebas aktif,4,4.1418285,3.7518098
2023-11-21,Ormas Saja,Neutral,Respons Bobby Usai Disebut Jadi Kunci Kemenangan Prabowo-Gibran di Sumut,respons bobby kunci menang prabowo-gibran sumut,3,3.3150122,9.072857
2023-11-03,Ormas Saja,Neutral,"Cak Imin Ungkap Bisa Menang Satu Putaran, Ini Indikasinya",cak imin menang putar indikasi,0,1.7432778,9.926096
2023-11-03,Ormas Saja,Neutral,Cak Imin Lihat Tanda-tanda Menang 1 Putaran: Karena Survei Kami Terbaru,cak imin lihat tanda menang 1 putar survei,3,2.6740427,10.252362
2023-09-30,Ormas Saja,Positive,Zulhas Ajak Santri LDII Berwirausaha Melalui Program Warung Pangan,zulhas ajak santri ldii berwirausaha program warung pangan,2,3.925321,7.234761
2017-10-24,Pemuda Pancasila (PP),Negative,"Perppu Ormas Resmi Jadi UU, Fadli Zon: Banyak yang Harus Dirombak",perppu ormas resmi uu fadli zon rombak,3,2.8062313,10.206292
2024-01-28,Ormas Saja,Negative,Niat Bubarkan Judi Sabung Ayam Berujung Tembakan Tewaskan Pria Boyolali,niat bubar judi sabung ayam ujung tembak tewas pria boyolali,0,0.111631386,9.733782
2024-04-05,Ormas Saja,Neutral,Lebaran 2024 Jatuh Pada Tanggal Berapa? Simak Penetapannya oleh Pemerintah,lebaran 2024 jatuh tanggal simak perintah,1,6.831673,9.432743
2023-12-17,Ormas Saja,Neutral,Massa Demo Bela Palestina di Kedubes AS Jakarta Bubarkan Diri,massa demo bela palestina dubes as jakarta bubar,4,3.9679966,3.1782765
2012-03-15,Front Pembela Islam (FPI),Negative,Pemuda Dayak Minta FPI Dibubarkan,pemuda dayak fpi bubar,0,1.8295906,11.778629
2023-11-02,Ormas Saja,Neutral,Aliansi Rakyat Indonesia Gelar Aksi Bela Palestina di Monas 5 November,aliansi rakyat indonesia gelar aksi bela palestina monas 5 november,4,4.1956005,3.315751
2024-01-27,Ormas Saja,Negative,Pria Korban Penembakan Colomadu Dimakamkan di Banyudono Boyolali,pria korban tembak colomadu makam banyudono boyolali,0,0.10830885,9.763892
2023-12-17,Pemuda Pancasila (PP),Positive,PP Pemuda Katolik Dorong IKN Dilanjutkan-Stunting Diakselarasi Pasca 2024,pp pemuda katolik dorong ikn dilanjutkan-stunting diakselarasi pasca 2024,3,0.7584667,5.584802
2024-03-05,Ormas Saja,Neutral,"9 Figur Berpotensi Maju di Pilgub NTB 2024, Waktu Mereka Mepet",9 figur potensi maju pilgub ntb 2024 mepet,0,6.1858215,9.162047
2024-04-03,Ormas Saja,Neutral,Kapan Sidang Isbat Penentuan 1 Syawal 1445 H? Ini Jadwalnya,sidang isbat 1 syawal 1445 h jadwal,1,7.016166,8.96168
2024-04-03,Ormas Saja,Neutral,Bukber: Tradisi dan Ironi,bukber tradisi ironi,3,2.624409,9.999896
2023-11-01,Pemuda Pancasila (PP),Negative,"Usai 2 Anggota PP di Medan Diamankan, Mie Gacoan Minta Restorative Justice",2 anggota pp medan aman mie gaco restorative justice,3,0.5190197,11.195472
2017-10-24,Pemuda Pancasila (PP),Neutral,"Perppu Ormas Disahkan, Wiranto: Mari Sama-sama Jaga Ideologi",perppu ormas sah wiranto mari jaga ideologi,2,2.970917,9.466645
2023-11-18,Ormas Saja,Neutral,"Hadiri Ijtima Ulama, Anies Bicara Jangkau Pandangan yang Sama dan Beda",hadir ijtima ulama anies bicara jangkau pandang beda,2,1.8852525,9.405422
2023-11-18,Ormas Saja,Neutral,"Anies-Cak Imin Hadiri Ijtima Ulama di Sentul Bogor, Salami Para Tokoh",anies-cak imin hadir ijtima ulama sentul bogor salam tokoh,2,2.5298278,7.73797
2023-10-12,Ormas Saja,Negative,"Kasasi Ditolak MA, Pemimpin Khilafatul Muslimin Tetap Dibui 10 Tahun",kasasi tolak ma pimpin khilafatul muslimin bui 10,4,2.7748814,5.833734
2012-03-09,Ormas Islam,Negative,Ormas Islam Demo Tentang Perobohan Masjid,ormas islam demo roboh masjid,4,2.3089473,5.0358486
2023-10-12,Ormas Saja,Neutral,"Survei PAN Jatim Melejit, Rizki Sadig: Bersyukur tapi Kerja Belum Selesai",survei pan jatim lejit rizki sadig syukur kerja selesai,2,2.8072968,9.178725
2023-10-31,Pemuda Pancasila (PP),Neutral,KPU Kota Bandung Bakal Rekrut 50 Ribu Anggota KPPS,kpu kota bandung rekrut 50 ribu anggota kpps,2,4.6870236,9.054937
2024-01-23,Ormas Saja,Negative,Terungkap! Pria Tewas Dikeroyok di Badung Ternyata Korban Salah Sasaran,pria tewas keroyok badung nyata korban salah sasar,0,0.2558676,9.700739
2023-12-13,Ormas Saja,Positive,HNW Ajak Pimpinan Srikandi Pancasila Edukasi Rakyat dan Kawal Pemilu,hnw ajak pimpin srikandi pancasila edukasi rakyat kawal milu,3,4.9401355,10.692597
2023-11-17,Ormas Saja,Negative,Suara 'Sumbang' Wanita Cirebon Hina Umat Islam Berujung Dipolisikan,suara sumbang wanita cirebon hina umat islam ujung polisi,4,2.4424002,4.400181
2023-10-11,Ormas Saja,Neutral,PAN Bersyukur Elektabilitas di Jatim 6 Persen: Hasil Kerja Keras Kader,pan syukur elektabilitas jatim 6 persen hasil kerja keras kader,3,2.9848292,10.32329
2023-11-16,Ormas Saja,Neutral,Polisi Jaga Kediaman Wanita yang Diduga Hina Islam di Cirebon,polisi jaga diam wanita duga hina islam cirebon,4,2.3125541,4.4383836
2017-10-24,Gerakan Rakyat Indonesia Bersatu (GRIB),Neutral,"Usai Salat Magrib Berjemaah, Massa Aksi Bubarkan Diri",salat magrib jemaah massa aksi bubar,2,4.3817635,4.8719683
2023-12-12,Nahdlatul Ulama (NU),Negative,"Nusron Wahid-Gus Falah Diberhentikan dari Ketua PBNU, Ini Alasannya",nusron wahid-gus falah henti ketua pbnu alas,2,4.311289,8.99873
2023-10-30,Ormas Saja,Neutral,Peta Politik Pilpres 2024 di NTB: Kekuatan Parpol Koalisi dan Dukungan Elite,peta politik pilpres 2024 ntb kuat parpol koalisi dukung elite,3,4.229737,10.516014
2023-12-12,Nahdlatul Ulama (NU),Negative,PBNU Ungkap Alasan Berhentikan Nusron Wahid-Gus Falah dari Jabatan Ketua,pbnu alas henti nusron wahid-gus falah jabat ketua,3,4.307143,9.149657
2012-03-02,Ormas Saja,Negative,Ormas & LSM Menolak Arogansi Penegak Hukum,ormas lsm tolak arogansi tegak hukum,3,3.6154711,11.853204
2023-12-12,Ormas Saja,Neutral,Begini Denah Panggung Debat Capres Perdana Malam Ini di KPU,denah panggung debat capres perdana malam kpu,3,3.3987272,9.9112015
2023-11-03,Ormas Saja,Positive,"Aksi Bela Palestina 5 November Terbuka bagi Semua, Termasuk Umat Lintas Agama",aksi bela palestina 5 november buka masuk umat lintas agama,4,4.2013493,3.3041494
2023-10-28,Ormas Saja,Neutral,Ratusan Orang Long March Aksi Bela Palestina di Jalan Pahlawan Surabaya,ratus orang long march aksi bela palestina jalan pahlawan surabaya,4,4.047176,3.2009022
2024-03-25,Nahdlatul Ulama (NU),Positive,Kisah Masjid Agung Manunggal Bantul: Berganti Nama-Arsitek Jadi Mualaf,kisah masjid agung manunggal bantul ganti nama-arsitek mualaf,4,1.6269895,5.4403267
2023-10-09,Muhammadiyah,Positive,Pemuda Muhammadiyah Apresiasi Langkah Tepat Presiden-Polri Berantas Narkoba,pemuda muhammadiyah apresiasi langkah presiden-polri berantas narkoba,4,3.5334425,5.928519
2023-12-09,Ormas Saja,Neutral,Strategi Relawan forGibran agar Prabowo-Gibran Menang 1 Putaran Pilpres,strategi rawan forgibran prabowo-gibran menang 1 putar pilpres,0,2.7185931,9.456663
2023-12-08,Ormas Saja,Negative,Jawa Barat Tetapkan Status Siaga Darurat Bencana,jawa barat status siaga darurat bencana,3,0.15355042,5.8909297
2017-10-24,Pemuda Pancasila (PP),Neutral,"Top 5 News: Perppu Ormas Jadi UU, Ronaldo Pemain Terbaik Dunia",top 5 news perppu ormas uu ronaldo main dunia,2,2.0995548,8.62382
2023-10-07,Ormas Saja,Positive,Kapolresta Tangerang Gelar Rembug Guyub Bahas Revitalisasi Pasar Kutabumi,kapolresta tangerang gelar rembug guyub bahas revitalisasi pasar kutabumi,2,5.4053683,5.6485586
2023-10-25,Ormas Saja,Positive,Bupati Klaten Ajak Santri Jihad di Bidang Pendidikan-Ekonomi,bupati klaten ajak santri jihad bidang pendidikan-ekonomi,4,2.5271242,5.8026896
2023-11-11,Ormas Saja,Positive,"Deklarasi Pemilu Damai di Jambi, Ketua DPRD: Jangan Pakai Politik Adu Domba",deklarasi milu damai jambi ketua dprd pakai politik adu domba,3,4.6472507,10.770771
2012-02-18,Ormas Saja,Negative,Ormas Anarkis Terancam Dibekukan,ormas anarkis ancam beku,0,1.1460123,9.90604
2023-12-06,Ormas Saja,Negative,Massa di Sorong Demo Kecam Penganiayaan Mahasiswa Papua di Kupang,massa sorong demo kecam aniaya mahasiswa papua kupang,3,-1.3488096,7.6955347
2023-11-10,Ormas Saja,Negative,3 Fakta Satpam di Bekasi Dicopot Usai Lucuti Bendera Palestina,3 fakta satpam bekas copot lucut bendera palestina,4,4.1231966,3.268223
2023-10-06,Ormas Saja,Positive,"Pandawara, Kades & Karang Taruna Islah, Lanjut Bersih-bersih",pandawara kades karang taruna islah bersih,2,1.8422365,8.886826
2024-01-13,Ormas Saja,Negative,"Gelar Aksi di Gedung Sate, Warga Jabar Desak Genosida di Palestina Disetop",gelar aksi gedung sate warga jabar desak genosida palestina setop,4,4.12035,3.297436
2023-11-09,Ormas Saja,Negative,Satpam Viral Marahi Kurir gegara Bendera Palestina Berujung Dinonaktifkan,satpam viral marah kurir gegara bendera palestina ujung nonaktif,4,4.1131887,3.2591364
2023-10-05,Pemuda Pancasila (PP),Neutral,"Respons Bos PPI, Ketua PBNU Bicara Kemungkinan Ikuti Pilihan Jokowi",respons bos ppi ketua pbnu bicara pilih jokowi,3,4.449464,9.734777
2023-10-22,Ormas Saja,Neutral,Mendag Zulhas Ungkap Malam Ini Prabowo Umumkan Cawapres,mendag zulhas malam prabowo cawapres,2,2.1977377,8.734707
2017-10-24,Ormas Saja,Negative,Penyampaian Pidato Mendagri Diwarnai Aksi Walk Out,pidato mendagri warna aksi walk out,3,3.161005,10.386158
2025-03-30,Ormas Saja,Positive,Masjid Al-Azhar Siap Tampung 13 Ribu Jemaah Salat Idul Fitri Besok,masjid al-azhar tampung 13 ribu jemaah salat idul fitri besok,4,3.7814271,5.215023
2023-12-02,Ormas Saja,Neutral,Seruan Habib Rizieq Shihab soal Pemilu dan Palestina di Munajat 212,seru habib rizieq shihab milu palestina munajat 212,4,3.4466112,4.696175
2023-09-27,Ormas Saja,Negative,"Disebut Murahan, Projo Ganjar Sebut Projo Budi Arie Gerbong Kosong",murah projo ganjar projo budi arie gerbong kosong,2,2.6446776,8.338141
2012-02-17,Front Pembela Islam (FPI),Negative,"FPI, Ormas Yang Paling Banyak Kasus di Indonesia",fpi ormas indonesia,2,5.081005,7.087478
2023-10-20,Ormas Saja,Neutral,"Gibran Diisukan Bakal Gabung AMPI, FX Rudy: Ya Wis Ben Gur Rumor",gibran isu gabung ampi fx rudy ya wis ben gur rumor,2,2.9098082,9.3113575
2023-10-20,Ormas Saja,Neutral,Airlangga soal Isu Gibran Masuk Golkar Jalur AMPI: Kita Lihat Saja,airlangga isu gibran masuk golkar jalur ampi lihat,3,2.7244582,9.599453
2023-11-30,Ormas Saja,Negative,Massa Padati Polda Jatim gegara Isu Pelaku Penghinaan Ulama Dilepas,massa padat polda jatim gegara isu laku hina ulama lepas,2,2.6109543,7.9600296
2024-03-10,Ormas Saja,Neutral,"Sidang Isbat Penetapan 1 Ramadhan 2024 Digelar Hari Ini, Cek Jadwalnya!",sidang isbat 1 ramadhan 2024 gelar cek jadwal,1,7.214652,9.312933
2024-03-10,Ormas Saja,Neutral,Prediksi BMKG dan BRIN soal Awal Puasa Ramadan 2024,prediksi bmkg brin puasa ramadan 2024,1,8.61609,9.2483225
2023-10-19,Ormas Saja,Neutral,"Dinilai Bisa Merapat ke Golkar Jalur AMPI, Gibran: Nggak Benar",nilai rapat golkar jalur ampi gibran nggak,3,2.3416128,9.510324
