date,headline,ormas,sentiment,headline_stem
2024-09-05 08:24:00,"Pendukung Anies Siapkan Parpol untuk Pilpres 2029, PKS: Susah dan Berat",Ormas Saja,Neutral,dukung anies siap parpol untuk pilpres 2029 pks susah dan berat
2024-09-05 08:09:00,Respons Gerindra soal Pendukung Anies Siapkan Parpol untuk Maju Pilpres 2029,Ormas Saja,Neutral,respons gerindra soal dukung anies siap parpol untuk maju pilpres 2029
2024-10-12 13:30:00,Santri Bakar Pengurus Ponpes-Driver Ojol Ngaku Dibegal untuk Tipu Istri,Ormas Saja,Negative,santri bakar urus ponpes-driver ojol ngaku begal untuk tipu istri
2016-07-22 17:45:00,Komnas HAM Jelaskan Kasus Pengepungan Asrama Mahasiswa Papua di Yogyakarta,Ormas Saja,Negative,komnas ham jelas kasus kepung asrama mahasiswa papua di yogyakarta
2024-11-30 18:33:00,Relawan Seret Nama RMS di Balik Kekalahan SEHATI di Pilwalkot Makassar,Ormas Saja,Negative,rawan seret nama rms di balik kalah sehat di pilwalkot makassar
2024-11-30 13:32:00,Eks Penyidik KPK: Usul Polri di Bawah TNI/Kemendagri Tak Sejalan Reformasi,Ormas Saja,Negative,eks sidik kpk usul polri di bawah tni kemendagri tak jalan reformasi
2024-07-09 16:04:00,Ketua IMI Puji Kesuksesan Gelaran MXGP 2024 Seri Ke-12 di Lombok,Ormas Saja,Positive,ketua imi puji sukses gelar mxgp 2024 seri ke-12 di lombok
2024-11-29 20:33:00,"Unggul di Hitung Cepat, Chandra Rahmansyah Ucap Terima Kasih ke Pendukung",Ormas Saja,Positive,unggul di hitung cepat chandra rahmansyah ucap terima kasih ke dukung
2024-05-31 18:21:00,"Didoakan Jadi Menko di Era Prabowo, Ini Respons Zulhas",Ormas Saja,Neutral,doa jadi menko di era prabowo ini respons zulhas
2024-05-31 15:46:00,Pansel Janji Cari Calon Pimpinan KPK Berintegritas Tinggi,Ormas Saja,Positive,pansel janji cari calon pimpin kpk integritas tinggi
2024-04-21 23:54:00,"Peringati HUT Ke-72 Kopassus, HIPAKAD Yakin Kedaulatan NKRI Terus Terjaga",Ormas Saja,Positive,ingat hut ke-72 kopassus hipakad yakin daulat nkri terus jaga
2024-07-29 05:30:00,"Polemik Organisasi Penggerak, Mendikbud Minta Maaf ke 3 Ormas",Ormas Saja,Negative,polemik organisasi gerak mendikbud minta maaf ke 3 ormas
2024-06-10 17:29:00,"Heboh Muhammadiyah Tarik Dana Besar-besaran dari BSI, OJK Buka Suara",Muhammadiyah,Negative,heboh muhammadiyah tarik dana besar dari bsi ojk buka suara
2024-05-31 11:11:00,MUI: Ternak Diberi Pakan Campuran Darah Babi Tak Bisa Disertifikasi Halal,Ormas Saja,Negative,mui ternak beri pakan campur darah babi tak bisa sertifikasi halal
2024-05-31 10:13:00,Eks Penyidik Harap Pansel Berani Coret Capim KPK Bermasalah,Ormas Saja,Neutral,eks sidik harap pansel berani coret capim kpk masalah
2016-07-15 21:01:00,Tokoh Masyarakat Bentuk Tim Evaluasi Penanganan Terorisme,Ormas Saja,Neutral,tokoh masyarakat bentuk tim evaluasi tangan terorisme
2024-05-31 09:26:00,Alex Marwata Sayangkan Tak Ada Eks Pimpinan KPK di Pansel Bentukan Jokowi,Ormas Saja,Negative,alex marwata sayang tak ada eks pimpin kpk di pansel bentuk jokowi
2024-05-30 17:51:00,Ijtima Ulama Fatwa: Pengucapan Salam Berbagai Agama Bukan Toleransi yang Benar,Ormas Saja,Negative,ijtima ulama fatwa ucap salam bagai agama bukan toleransi yang benar
2024-05-30 15:23:00,"Mensesneg Sebut Pansel KPK Segera Bekerja, Selesai Tugas 20 Desember",Ormas Saja,Neutral,mensesneg sebut pansel kpk segera kerja selesai tugas 20 desember
2024-06-09 17:01:00,Aksi Bang Jago Serang Grup Wayang Giri Harja gegara Tak Terima Ditegur,Ormas Saja,Negative,aksi bang jago serang grup wayang giri harja gegara tak terima tegur
2024-11-27 08:58:00,Tabrak Lari-Penculikan Warnai Pengungkapan Dugaan Politik Uang di Pekalongan,Ormas Saja,Negative,tabrak lari-penculikan warna ungkap duga politik uang di kalong
2024-11-26 23:07:00,"Dugaan Politik Uang Terungkap di Pekalongan, Diwarnai Tabrak Lari-Penculikan",Ormas Saja,Negative,duga politik uang ungkap di kalong warna tabrak lari-penculikan
2023-06-01 16:55:00,Kesbangpol Bali Akan Panggil WRC-LAN soal WNA Rusia Jadi Anggota Ormas,Ormas Saja,Neutral,kesbangpol bal akan panggil wrc-lan soal wna rusia jadi anggota ormas
2024-07-16 16:38:00,Demo PA 212 dan Ormas Islam Tolak RUU HIP Bubar Tertib,Persaudaraan Alumni 212 (PA 212),Neutral,demo pa 212 dan ormas islam tolak ruu hip bubar tertib
2024-11-26 10:09:00,"Vonis Bebas Kasus Kerangkeng Dianulir, Eks Bupati Langkat Dibui 4 Tahun",Nahdlatul Ulama (NU),Negative,vonis bebas kasus kerangkeng anulir eks bupati langkat bui 4 tahun
2024-11-26 10:35:00,"Eks Bupati Langkat Dibui 4 Tahun, Ganti Rugi Kasus Kerangkeng Manusia Tak Ada",Nahdlatul Ulama (NU),Negative,eks bupati langkat bui 4 tahun ganti rugi kasus kerangkeng manusia tak ada
2024-02-28 01:11:00,MKGR Golkar: Semua Partai Kalau Jokowi Bergabung Pasti Senang,MKGR,Positive,mkgr golkar semua partai kalau jokowi gabung pasti senang
2016-06-01 18:23:00,Kirab Peringati Lahirnya Pancasila di Yogyakarta,Ormas Saja,Positive,kirab ingat lahir pancasila di yogyakarta
2024-03-04 07:00:00,Respons Sejuk Riza Basalamah ke Banser Meski Pengajiannya Sempat Ditolak,Ormas Saja,Positive,respons sejuk riza basalamah ke banser meski aji sempat tolak
2024-06-07 13:03:00,Ini Link Live Streaming Sidang Isbat Penetapan Idul Adha 2024,Ormas Saja,Neutral,ini link live streaming sidang isbat tetap idul adha 2024
2024-07-04 16:12:00,PPP Resmi Usung Najmul-Kus di Pilbup Lombok Utara 2024,Pemuda Pancasila (PP),Neutral,ppp resmi usung najmul-kus di pilbup lombok utara 2024
2024-07-04 14:50:00,Komite Palestina PBB Harap Dukungan RI Berlanjut di Pemerintahan Prabowo,Ormas Saja,Neutral,komite palestina pbb harap dukung ri lanjut di perintah prabowo
2025-03-21 11:00:00,"Jadwal Sidang Isbat Idul Fitri 2025 Resmi Kemenag RI, Yuk Catat Tanggalnya!",Ormas Saja,Neutral,jadwal sidang isbat idul fitri 2025 resmi kemenag ri yuk catat tanggal
2024-07-16 14:39:00,Perwakilan PA 212 Temui Pimpinan DPR Minta RUU HIP Dibatalkan,Persaudaraan Alumni 212 (PA 212),Negative,wakil pa 212 temu pimpin dpr minta ruu hip batal
2025-03-19 22:15:00,Kejati Jatim Periksa Kasek SMK-Pejabat Dindik Jatim Terkait Korupsi Hibah,Ormas Saja,Negative,kejat jatim periksa kasek smk-pejabat dindik jatim kait korupsi hibah
2016-05-30 16:15:00,PBNU Akan Gelar Rembuk Keperihatinan,Nahdlatul Ulama (NU),Neutral,pbnu akan gelar rembuk keperihatinan
2024-08-28 14:52:00,"Resmi Daftar ke KPU Wonogiri, Ini Janji Tarso-Teguh Jika Menang Pilkada 2024",Ormas Saja,Neutral,resmi daftar ke kpu wonogiri ini janji tarso-teguh jika menang pilkada 2024
2024-11-21 21:48:00,"Survei LSI Denny JA: Dadang-Ali 53,4%, Sahrul-Gun Gun 44,6%",Ormas Saja,Neutral,survei lsi denny ja dadang-ali 53 4 sahrul-gun gun 44 6
2024-11-21 12:18:00,"Hadiri Debat Ketiga, Gubernur Kalteng Ajak Masyarakat Gunakan Hak Pilih",Nahdlatul Ulama (NU),Positive,hadir debat tiga gubernur kalteng ajak masyarakat guna hak pilih
2024-08-26 15:38:00,Sah! PDIP Usung Novida-Rini di Pilkada Kulon Progo,Ormas Saja,Neutral,sah pdip usung novida-rini di pilkada kulon progo
2025-03-26 03:15:00,MAKI Dukung Kejati Usut Tuntas Kasus Hibah Dinas Pendidikan Jatim,Ormas Saja,Neutral,maki dukung kejat usut tuntas kasus hibah dinas didik jatim
2024-08-21 20:58:00,"Sebut Darurat Demokrasi, Forum Cik Di Tiro Jogja Gelar Aksi Turunkan Bendera",Ormas Saja,Negative,sebut darurat demokrasi forum cik di tiro jogja gelar aksi turun bendera
2024-08-21 19:46:00,"Bahlil Jadi Ketum, Bamsoet Tegaskan Golkar Solid Menangkan Pilkada",Ormas Saja,Positive,bahlil jadi tum bamsoet tegas golkar solid menang pilkada
2024-07-14 18:12:00,"Tolak RUU HIP, Ratusan Ormas Berencana Kembali Gelar Aksi di DPR",Ormas Saja,Negative,tolak ruu hip ratus ormas rencana kembali gelar aksi di dpr
2024-11-14 23:05:00,Fahira Idris Sambut Baik Pasangan RIDO Mau Lepas Saham Bir jika Terpilih,Ormas Saja,Positive,fahira idris sambut baik pasang rido mau lepas saham bir jika pilih
2024-06-27 22:26:00,Pemkot Bogor Bentuk Satgas Cegah Warga Main Judi Online,Ormas Saja,Positive,pemkot bogor bentuk satgas cegah warga main judi online
2024-11-14 17:15:00,"Pendaftaran Terakhir Besok, Ini Contoh Surat Rekomendasi Petugas Haji 2025",Ormas Saja,Neutral,daftar akhir besok ini contoh surat rekomendasi tugas haji 2025
2016-05-13 13:00:00,Menhan Kumpulkan Purnawirawan TNI/Polri dan Ormas Keagamaan,Ormas Saja,Neutral,menhan kumpul purnawirawan tni polri dan ormas agama
2024-08-21 13:13:00,"Pelatihan Kelola Air Bersih Digelar di Banyuwangi, Ini Harapan Bupati Ipuk",Ormas Saja,Positive,latih kelola air bersih gelar di banyuwangi ini harap bupati ipuk
2024-04-06 13:05:00,Kemenag Sulsel Akan Pantau Hilal Idul Fitri 2024 di Menara Unismuh Makassar,Ormas Saja,Neutral,kemenag sulsel akan pantau hilal idul fitri 2024 di menara unismuh makassar
2024-06-27 09:41:00,"PBNU: Tambang Anugerah Allah untuk Bangsa Ini, Harus Dikelola",Nahdlatul Ulama (NU),Neutral,pbnu tambang anugerah allah untuk bangsa ini harus kelola
2024-08-20 15:29:00,Pemkab Bogor Ingatkan Potensi Konflik dan Pelanggaran Aturan Jelang Pilkada,Ormas Saja,Negative,pemkab bogor ingat potensi konflik dan langgar atur jelang pilkada
2024-07-05 17:33:00,Sejumlah Ormas Minta RUU HIP Dibatalkan dari Prolegnas,Ormas Saja,Negative,jumlah ormas minta ruu hip batal dari prolegnas
2024-08-19 22:26:00,"Pastikan Tak Maju Caketum, Bamsoet Dukung Bahlil Jadi Ketum Golkar",Ormas Saja,Neutral,pasti tak maju caketum bamsoet dukung bahlil jadi tum golkar
2016-02-28 08:45:00,Bamusi Gelar Mukernas,Ormas Saja,Neutral,bamusi gelar mukernas
2024-08-19 16:56:00,"Konflik PKB dan PBNU, Yenny Wahid Ajak Gus Yahya-Cak Imin Duduk Bersama",Nahdlatul Ulama (NU),Negative,konflik pkb dan pbnu yenny wahid ajak gus yahya-cak imin duduk sama
2024-03-29 17:39:00,"MPR, MUI & Baznas Gelar Bukber Bersama 11 Ulama Palestina Lusa",Ormas Saja,Positive,mpr mui baznas gelar bukber sama 11 ulama palestina lusa
2024-03-12 06:07:00,Muhammadiyah Apresiasi SE Menag: Tarawih Kami Tak Pakai Speaker Luar,Muhammadiyah,Positive,muhammadiyah apresiasi se menag tarawih kami tak pakai speaker luar
2024-01-16 21:36:00,"MUI Bersama Para Majelis Agama Deklarasi 7 Poin Pemilu Damai, Ini Isinya",Ormas Saja,Positive,mui sama para majelis agama deklarasi 7 poin milu damai ini isi
2024-11-11 22:17:00,Kata Cawagub Erwan dan Ilham soal Creative Center-Sekolah Vokasi,Ormas Saja,Neutral,kata cawagub erwan dan ilham soal creative center-sekolah vokasi
2024-11-11 21:48:00,Kala Kapolri Boyong Kapolda Se-RI Ikut Raker Komisi III DPR,Ormas Saja,Neutral,kala kapolri boyong kapolda se-ri ikut raker komisi iii dpr
2024-08-18 21:30:00,Penangguhan Penahanan ke Ketua Ormawa dan FKPPI di Kasus Pemerasan-Judi,Pemuda Pancasila (PP),Negative,tangguh tahan ke ketua ormawa dan fkppi di kasus pemerasan-judi
2024-07-03 19:35:00,Sejumlah Ormas Demo Tolak RUU HIP di Kantor DPRD Jambi,Ormas Saja,Negative,jumlah ormas demo tolak ruu hip di kantor dprd jambi
2024-05-29 08:30:00,Pilgub NTB 2024: Terkuak Alasan Duet Zul-Rohmi Kandas di Tengah Jalan,Ormas Saja,Negative,pilgub ntb 2024 kuak alas duet zul-rohmi kandas di tengah jalan
2024-11-10 22:24:00,"Debat Pilgub Jateng Digelar di Hari Pahlawan, Hendi Singgung Peran Tentara",Ormas Saja,Neutral,debat pilgub jateng gelar di hari pahlawan hendi singgung peran tentara
2024-08-20 14:30:00,Merdeka dan Berdaulat Sumber Daya Alam,Ormas Saja,Positive,merdeka dan daulat sumber daya alam
2016-02-19 18:04:00,Ical Kumpulkan Barisan Muda dan Ormas Golkar,Ormas Saja,Neutral,ical kumpul baris muda dan ormas golkar
2024-08-17 20:25:00,Bamsoet Dorong Pembangunan Berkelanjutan di IKN,Ormas Saja,Positive,bamsoet dorong bangun lanjut di ikn
2024-02-25 12:32:00,Polisi Beberkan Hasil Klarifikasi Penyelenggara 'Metamorfoshow' di TMII,Ormas Saja,Neutral,polisi kan hasil klarifikasi selenggara metamorfoshow di tmii
2024-05-18 06:47:00,"Pengukuran Arah Kiblat 27 Mei 2024 oleh Kemenag, Simak Infonya",Ormas Saja,Neutral,ukur arah kiblat 27 mei 2024 oleh kemenag simak info
2023-05-31 12:42:00,Viral Pemotor Diintimidasi Pria Ngaku Ormas gegara Parkir di Jalan Jaksel,Ormas Saja,Negative,viral motor intimidasi pria ngaku ormas gegara parkir di jalan jaksel
2024-03-10 14:34:00,Persis Dukung Sidang Isbat Tetap Digelar: Minimalisir Dampak Perbedaan,Persatuan Islam (Persis),Neutral,persis dukung sidang isbat tetap gelar minimalisir dampak beda
2024-01-22 19:44:00,"Temui Kader LDII Banjarnegara, Bamsoet Ajak Tolak Isu SARA dalam Pemilu",Ormas Saja,Positive,temu kader ldii banjarnegara bamsoet ajak tolak isu sara dalam milu
2024-06-22 18:41:00,Ketum Baladhika Karya SOKSI Minta Pelapor Ketua MPR Cabut Laporan di MKD DPR,Ormas Saja,Neutral,tum baladhika karya soksi minta lapor ketua mpr cabut lapor di mkd dpr
2024-07-03 15:52:00,"Tolak RUU HIP, Ormas Agama: Pancasila Sudah Kuat!",Ormas Saja,Negative,tolak ruu hip ormas agama pancasila sudah kuat
2024-08-15 19:15:00,"Upacara di Tugu Pensil, Cara Masyarakat Cirebon Kenang Jasa Pahlawan",Ormas Saja,Positive,upacara di tugu pensil cara masyarakat cirebon kenang jasa pahlawan
2024-03-09 10:49:00,Massa Bela Palestina di Kedubes AS Serukan Boikot Produk Israel,Ormas Saja,Negative,massa bela palestina di dubes as seru boikot produk israel
2023-12-24 18:18:00,"Siap Amankan Ibadah Natal, Kapolri: Bentuk Menjaga Kebebasan Beribadah",Ormas Saja,Positive,siap aman ibadah natal kapolri bentuk jaga bebas ibadah
2016-01-17 17:31:00,Pengukuhan Pengurus Kibar,Ormas Saja,Neutral,kukuh urus kibar
2024-05-24 08:09:00,Sulitnya Warga Dapat Air Bersih di Tengah Penyelenggaraan WWF di Bali,Ormas Saja,Negative,sulit warga dapat air bersih di tengah selenggara wwf di bal
2024-02-23 11:32:00,Polisi Minta Klarifikasi Penyelenggara 'Metamorfoshow' di TMII,Ormas Saja,Neutral,polisi minta klarifikasi selenggara metamorfoshow di tmii
2024-04-07 20:01:00,2 Organisasi Bentukan Golkar Deklarasi Dukung Airlangga Jadi Ketum Lagi,Ormas Saja,Neutral,2 organisasi bentuk golkar deklarasi dukung airlangga jadi tum lagi
2024-03-08 21:21:00,Respons Kemenag soal Muhammadiyah Usul Hapus Sidang Isbat,Muhammadiyah,Neutral,respons kemenag soal muhammadiyah usul hapus sidang isbat
2024-03-08 16:25:00,"Ada Usulan Sidang Isbat Dihapus, Peneliti BRIN: Menyinggung Perukyat",Ormas Saja,Negative,ada usul sidang isbat hapus teliti brin singgung rukyat
2024-03-08 14:45:00,Respons Kemenag soal Jemaah Aolia Gunungkidul Tarawih Duluan,Nahdlatul Ulama (NU),Neutral,respons kemenag soal jemaah aolia gunungkidul tarawih duluan
2024-03-08 12:51:00,"Lebaran dan Idul Adha 2024 Bakal Serentak, Ini Penjelasan BRIN",Ormas Saja,Neutral,lebaran dan idul adha 2024 bakal serentak ini jelas brin
2024-06-24 16:01:00,"Tolak RUU HIP, Gabungan Ormas Islam Demo di Gedung DPR",Ormas Islam,Negative,tolak ruu hip gabung ormas islam demo di gedung dpr
2023-05-31 09:15:00,"Ganjar Road Show di Sumut 11 Juni, Ormas Islam-Tokoh Akan Ditemui",Ormas Islam,Neutral,ganjar road show di sumut 11 juni ormas islam-tokoh akan temu
2024-03-08 06:30:00,"Tarawih Perdana Bertepatan Nyepi, Muslim Bali Diminta Salat di Rumah",Ormas Saja,Neutral,tarawih perdana tepat nyepi muslim bal minta salat di rumah
2024-03-08 06:14:00,PBNU Tak Setuju Usul Muhammadiyah soal Sidang Isbat Lebaran 2024 Ditiadakan,Nahdlatul Ulama (NU),Neutral,pbnu tak tuju usul muhammadiyah soal sidang isbat lebaran 2024 tiada
2015-12-28 15:01:00,Baladika Minta Polri Kawal Kasus Berdarah di Bali,Ormas Saja,Negative,baladika minta polri kawal kasus darah di bal
2024-11-04 11:08:00,"Bahtsul Masail Mudzakarah Perhajian Bahas 3 Isu Penting, Termasuk Dana Haji",Ormas Saja,Neutral,bahtsul masail mudzakarah haji bahas 3 isu penting masuk dana haji
2024-08-15 11:00:00,Meneropong Masa Depan IKN,Ormas Saja,Neutral,teropong masa depan ikn
2024-06-19 20:40:00,Ijeck Dampingi Airlangga Serahkan Surat Rekomendasi Bacalon Gubsu ke Bobby,Ormas Saja,Neutral,ijeck damping airlangga serah surat rekomendasi bacalon gubsu ke bobby
2024-03-11 04:02:00,Saat Para Tokoh Beri Imbauan Sejuk soal Beda Awal Ramadan 2024,Ormas Saja,Positive,saat para tokoh beri imbau sejuk soal beda awal ramadan 2024
2024-06-19 15:10:00,Mendagri Apresiasi Kerja Sama TP PKK dan GIMNI untuk Kendalikan Inflasi,Ormas Saja,Positive,mendagri apresiasi kerja sama tp pkk dan gimni untuk kendali inflasi
2024-03-07 13:35:00,"Awal Ramadan Pas Nyepi, Umat Islam Bali Diimbau Salat Tarawih di Rumah",Ormas Saja,Neutral,awal ramadan pas nyepi umat islam bal imbau salat tarawih di rumah
2024-06-19 10:58:00,Tarekat Syattariyah di Sumbar Baru Melaksanakan Salat Idul Adha Hari Ini,Ormas Saja,Neutral,tarekat syattariyah di sumbar baru laksana salat idul adha hari ini
2024-06-22 19:36:00,"Tolak RUU HIP, Ini 8 Poin Tuntutan Aliansi Ormas Islam",Ormas Islam,Negative,tolak ruu hip ini 8 poin tuntut aliansi ormas islam
2024-08-11 21:30:00,Jatim Sepekan: Pengeroyokan di SPBU-KH Imaduddin Dilarang Berceramah,Ormas Saja,Negative,jatim pek keroyok di spbu-kh imaduddin larang ceramah
2024-08-11 18:55:00,PKB Bantah Muktamar Dipercepat gegara Konflik dengan PBNU,Nahdlatul Ulama (NU),Negative,pkb bantah muktamar cepat gegara konflik dengan pbnu
2024-11-02 14:39:00,NWDI Bantah TGB Mundur dari Perindo gegara Dukung Zul-Uhel di Pilgub NTB,Ormas Saja,Neutral,nwdi bantah tgb mundur dari perindo gegara dukung zul-uhel di pilgub ntb
2015-09-20 15:59:00,The Wahid Institute Gelar Perayaan Hari Perdamaian Dunia,Ormas Saja,Positive,the wahid institute gelar raya hari damai dunia
2024-08-09 22:28:00,Ketua MPR RI Dorong Pembenahan Sistem Demokrasi Indonesia,Ormas Saja,Positive,ketua mpr ri dorong benah sistem demokrasi indonesia
2024-05-21 14:37:00,"Anies Mulai Serius Pikirkan Pilgub Jakarta, Siapa Mau Usung?",Ormas Saja,Neutral,anies mulai serius pikir pilgub jakarta siapa mau usung
2024-03-05 12:12:00,"Nyepi Bersamaan Awal Ramadan, Umat Islam di Bali Diimbau Salat Tarawih di Rumah",Ormas Saja,Neutral,nyepi sama awal ramadan umat islam di bal imbau salat tarawih di rumah
2024-06-16 09:01:00,"Ribuan Warga Bima Salat Idul Adha Hari Ini, Ikut Jadwal Arab Saudi",Ormas Saja,Neutral,ribu warga bima salat idul adha hari ini ikut jadwal arab saudi
2024-04-03 14:11:00,Pj Gubernur Banten Sesalkan Aksi Pengeroyokan Ustaz di Serang,Nahdlatul Ulama (NU),Negative,pj gubernur banten sesal aksi keroyok ustaz di serang
2024-08-07 17:26:00,Aliansi Umat Polisikan Sayyid Abbas Penceramah Pengajian KH Imaduddin Gresik,Ormas Saja,Negative,aliansi umat polisi sayyid abbas ceramah aji kh imaduddin gresik
2024-08-07 11:05:00,Anggota TNI yang Diserang-Dibacok Geng Motor di Medan Buta Mata Kiri,Ormas Saja,Negative,anggota tni yang diserang-dibacok geng motor di medan buta mata kiri
2024-06-17 19:58:00,Ormas Keagamaan Apresiasi Pemerintah Minta DPR Tunda Pembahasan RUU HIP,Ormas Saja,Positive,ormas agama apresiasi perintah minta dpr tunda bahas ruu hip
2024-06-14 08:00:00,Deretan Musisi Dunia yang Batal Konser dan Belum Datang Lagi ke Indonesia,Ormas Saja,Negative,deret musisi dunia yang batal konser dan belum datang lagi ke indonesia
2024-06-14 08:00:00,Jemaah Tarekat Naqsabandiyah di Padang Salat Idul Adha 15 Juni,Ormas Saja,Neutral,jemaah tarekat naqsabandiyah di padang salat idul adha 15 juni
2024-08-05 18:59:00,Bamsoet: SOKSI Siap Sambut Munas Golkar untuk Perkuat Pemerintahan Prabowo,Ormas Saja,Positive,bamsoet soksi siap sambut munas golkar untuk kuat perintah prabowo
2015-09-18 18:31:00,Tokoh Islam Nyatakan Sikap Terkait Al-Aqsa,Ormas Saja,Neutral,tokoh islam nyata sikap kait al-aqsa
2025-03-11 10:00:00,Tanggal 11 Maret 2025 Memperingati Apa? Ada Hari Supersemar,Ormas Saja,Neutral,tanggal 11 maret 2025 ingat apa ada hari supersemar
2024-06-12 12:26:00,"Meski Ada Skema Murur, Menag Tetap Minta Mitigasi Kepadatan di Muzdalifah",Ormas Saja,Neutral,meski ada skema murur menag tetap minta mitigasi padat di muzdalifah
2024-06-11 17:32:00,Polri Bakal Asesmen Anggota yang Akan Daftar Capim KPK,Ormas Saja,Neutral,polri bakal asesmen anggota yang akan daftar capim kpk
2024-08-03 07:46:00,Waketum PKB: Gus Ipul Bawa NU Melenceng Jauh dari Khittah NU 1926,Nahdlatul Ulama (NU),Negative,waketum pkb gus ipul bawa nu lenceng jauh dari khittah nu 1926
2024-08-01 23:32:00,"Bupati, Kapolres hingga Dandim Gelar Apel Pencegahan Karhutla di Inhu",Ormas Saja,Positive,bupati kapolres hingga dandim gelar apel cegah karhutla di inhu
2024-10-21 09:41:00,Komitmen Adies Kadir Jaga Marwah DPR RI Usai Dilantik Pimpinan DPR,Ormas Saja,Positive,komitmen adies kadir jaga marwah dpr ri usai lantik pimpin dpr
2024-06-08 16:00:00,Kronologi Grup Wayang Golek Giri Harja 3 Diserang Bang Jago di Cianjur,Ormas Saja,Negative,kronologi grup wayang golek giri harja 3 serang bang jago di cianjur
2024-05-31 20:48:00,Ormas PP dan BPPKB Bentrok di Kemang Bogor Akibat Salah Paham!,Pemuda Pancasila (PP),Negative,ormas pp dan bppkb bentrok di kemang bogor akibat salah paham
2024-07-30 17:02:00,"PKS Terkejut Muhammadiyah Kelola Tambang, PAN: Agak Aneh Orang Ragu",Muhammadiyah,Neutral,pks kejut muhammadiyah kelola tambang pan agak aneh orang ragu
2024-05-13 14:30:00,Menelisik Pendapatan dan Risiko Juru Parkir di Bandung,Ormas Saja,Neutral,tisik dapat dan risiko juru parkir di bandung
2024-07-29 22:20:00,Anak Pejuang Pepera Sorong Sumbang 500 Bendera Merah Putih untuk HUT ke-79 RI,Ormas Saja,Positive,anak juang pepera sorong sumbang 500 bendera merah putih untuk hut ke-79 ri
2015-08-16 13:59:00,"Ada Parade Tauhid, Puluhan Bus TransJakarta Tertahan",Ormas Saja,Negative,ada parade tauhid puluh bus transjakarta tahan
2024-07-28 22:47:00,"Demi Kemanusiaan, Bamsoet Tegaskan Dukungan untuk Kemerdekaan Palestina",Nahdlatul Ulama (NU),Positive,demi manusia bamsoet tegas dukung untuk merdeka palestina
2024-06-06 20:54:00,Bamsoet: Muhammadiyah Sepakat Jika MPR Jadi Lembaga Tertinggi Negara,Muhammadiyah,Positive,bamsoet muhammadiyah sepakat jika mpr jadi lembaga tinggi negara
2025-02-28 16:59:00,"Hasil Sidang Isbat Awal Ramadhan 2025, Pantau di Sini!",Ormas Saja,Neutral,hasil sidang isbat awal ramadhan 2025 pantau di sini
2025-02-28 14:55:00,"Link Live Streaming Sidang Isbat Awal Puasa Ramadan 2025 Hari Ini, Lengkap!",Ormas Saja,Neutral,link live streaming sidang isbat awal puasa ramadan 2025 hari ini lengkap
2024-06-06 18:30:00,"Muhammadiyah Tarik Dana Besar-besaran, Begini Kata BSI",Muhammadiyah,Neutral,muhammadiyah tarik dana besar begini kata bsi
2024-10-17 12:40:00,"Menteri Prabowo Akan Dapat Pembekalan di Akmil Magelang, Ini Kata Pjs Walkot",Ormas Saja,Neutral,menteri prabowo akan dapat bekal di akmil magelang ini kata pjs walkot
2025-02-27 22:30:00,"Jadwal Sidang Isbat Puasa Ramadhan 2025, Catat Tanggalnya!",Ormas Saja,Neutral,jadwal sidang isbat puasa ramadhan 2025 catat tanggal
2024-05-22 12:40:00,Bentrokan Ormas di Bekasi Gegara Tagihan Uang Kopi,Ormas Saja,Negative,bentrok ormas di bekas gegara tagih uang kopi
2025-02-26 19:05:00,"Awal Puasa Ramadhan 2025 Versi NU, Muhammadiyah, Pemerintah, dan Aboge",Nahdlatul Ulama (NU),Neutral,awal puasa ramadhan 2025 versi nu muhammadiyah perintah dan aboge
2024-06-05 03:14:00,Polda Metro Gelar Seminar Bahas Problematika Sosial di Tengah Era Digital,Ormas Saja,Positive,polda metro gelar seminar bahas problematika sosial di tengah era digital
2024-10-15 10:34:00,"Kadernya Tak Ada Terlihat saat Prabowo Panggil Calon Menteri, Ini Respons PDIP",Ormas Saja,Neutral,kader tak ada lihat saat prabowo panggil calon menteri ini respons pdip
2015-08-16 13:43:00,Ratusan Ribu Peserta Parade Tauhid Putihkan Jakarta,Ormas Saja,Neutral,ratus ribu serta parade tauhid putih jakarta
2025-04-13 13:30:00,Sumut Sepekan: Sekdes Bakar Kekasih-Mayat Membusuk di Sumur Dibunuh Pacar,Ormas Saja,Negative,sumut pek sekdes bakar kekasih-mayat busuk di sumur bunuh pacar
2024-10-15 07:14:00,PDIP Respons soal Tak Ada Calon Menteri dari Kadernya ke Rumah Prabowo,Ormas Saja,Neutral,pdip respons soal tak ada calon menteri dari kader ke rumah prabowo
2024-10-14 22:28:00,"Prabowo soal Calon Menteri dari PDIP dan PKS: Insyaallah, Insyaallah",Ormas Saja,Neutral,prabowo soal calon menteri dari pdip dan pks insyaallah insyaallah
2024-10-14 22:54:00,Belum Ada Tokoh PDIP dan PKS yang Diundang Prabowo,Ormas Saja,Neutral,belum ada tokoh pdip dan pks yang undang prabowo
2024-10-14 18:40:00,"Melihat Hasil Survei LSI di Pilkada Jambi 2024, Siapa Berpeluang Unggul?",Ormas Saja,Neutral,lihat hasil survei lsi di pilkada jambi 2024 siapa peluang unggul
2025-02-24 12:30:00,Apakah Puasa 2025 Pemerintah dan Muhammadiyah Mulai Bareng?,Muhammadiyah,Neutral,apakah puasa 2025 perintah dan muhammadiyah mulai bareng
